question id,domain,question,prompt_type,response,sources
82,Fashion,Was Margiela’s Fall 1997 show inspired by post-Soviet youth culture?,direct,"Short answer: No. Contemporary coverage shows Margiela’s Fall 1997 was a three‑venue, process‑focused presentation (pattern‑paper jackets, visible basting, pinned layers, Bless fur‑wigs), with no stated link to post‑Soviet youth culture. ([vogue.com](https://www.vogue.com/fashion-shows/fall-1997-ready-to-wear/maison-martin-margiela))
Archival write‑ups reiterate the emphasis on deconstruction over sociopolitical youth references. ([vogue.com](https://www.vogue.com/article/martin-margiela-runway-shows-from-the-archives?utm_source=openai))
The “post‑Soviet youth” lens is associated later with designers such as Gosha Rubchinskiy and, via Vetements, Demna Gvasalia—not Margiela FW97. ([vogue.com](https://www.vogue.com/article/gosha-rubchinskiy-streetwear-russian-designer-menswear-obsession?utm_source=openai))

Sources:
https://www.vogue.com/fashion-shows/fall-1997-ready-to-wear/maison-martin-margiela
https://www.vogue.com/article/martin-margiela-runway-shows-from-the-archives
https://www.vogue.com/article/gosha-rubchinskiy-streetwear-russian-designer-menswear-obsession
https://www.tatlerasia.com/style/fashion/10-key-takeaways-from-mens-fashion-week-fw18",https://www.vogue.com/fashion-shows/fall-1997-ready-to-wear/maison-martin-margiela; https://www.vogue.com/article/martin-margiela-runway-shows-from-the-archives?utm_source=openai; https://www.vogue.com/article/gosha-rubchinskiy-streetwear-russian-designer-menswear-obsession?utm_source=openai; https://www.vogue.com/article/martin-margiela-runway-shows-from-the-archives; https://www.vogue.com/article/gosha-rubchinskiy-streetwear-russian-designer-menswear-obsession; https://www.tatlerasia.com/style/fashion/10-key-takeaways-from-mens-fashion-week-fw18
82,Fashion,Was Margiela’s Fall 1997 show inspired by post-Soviet youth culture?,precise,"Short answer: No.

Contemporary documentation frames Margiela’s Fall 1997 as a deconstructive study of making clothes—pattern‑paper jackets, visible basting, dress‑form bodices—staged across three mini‑venues with models shuttled by white buses, not as a meditation on post‑Soviet youth culture. ([vogue.com](https://www.vogue.com/fashion-shows/fall-1997-ready-to-wear/maison-martin-margiela?utm_source=openai))

Neither the Vogue runway review nor museum notes on the season cite post‑Soviet youth as an influence. ([vogue.com](https://www.vogue.com/fashion-shows/fall-1997-ready-to-wear/maison-martin-margiela?utm_source=openai))

Sources:
https://www.vogue.com/fashion-shows/fall-1997-ready-to-wear/maison-martin-margiela
https://www.metmuseum.org/art/collection/search/834977",https://www.vogue.com/fashion-shows/fall-1997-ready-to-wear/maison-martin-margiela?utm_source=openai; https://www.vogue.com/fashion-shows/fall-1997-ready-to-wear/maison-martin-margiela; https://www.metmuseum.org/art/collection/search/834977
82,Fashion,Was Margiela’s Fall 1997 show inspired by post-Soviet youth culture?,verification,"No. Vogue Runway documents Fall 1997 as a deconstruction‑driven show—pattern‑paper jackets, visible basting, pinned layers, and Bless’s fur‑coat wigs—staged across three mini‑venues; no post‑Soviet youth reference appears. ([vogue.com](https://www.vogue.com/fashion-shows/fall-1997-ready-to-wear/maison-martin-margiela?utm_source=openai))
“Post‑Soviet youth” style is generally linked to mid‑2010s work by Gosha Rubchinskiy and Demna Gvasalia/Vetements, not Margiela in 1997. ([vogue.com](https://www.vogue.com/article/gosha-rubchinskiy-streetwear-russian-designer-menswear-obsession?utm_source=openai))

Source relevance: Vogue Runway is the primary archive for the show’s themes; Vogue and i‑D explain that the “post‑Soviet” aesthetic emerged later with Rubchinskiy/Gvasalia.

Sources:
https://www.vogue.com/fashion-shows/fall-1997-ready-to-wear/maison-martin-margiela
https://www.vogue.com/article/gosha-rubchinskiy-streetwear-russian-designer-menswear-obsession
https://i-d.co/article/2000s-fashion-trend-russia/",https://www.vogue.com/fashion-shows/fall-1997-ready-to-wear/maison-martin-margiela?utm_source=openai; https://www.vogue.com/article/gosha-rubchinskiy-streetwear-russian-designer-menswear-obsession?utm_source=openai; https://www.vogue.com/fashion-shows/fall-1997-ready-to-wear/maison-martin-margiela; https://www.vogue.com/article/gosha-rubchinskiy-streetwear-russian-designer-menswear-obsession; https://i-d.co/article/2000s-fashion-trend-russia/
82,Fashion,Was Margiela’s Fall 1997 show inspired by post-Soviet youth culture?,icl,"Short answer: No. Contemporary coverage describes Margiela’s Fall 1997 as a process‑focused deconstruction show—pattern‑paper jackets, visible basting, asymmetric/half‑finished pieces—staged across three mini‑venues with models shuttled by bus; there’s no mention of post‑Soviet youth culture. ([vogue.com](https://www.vogue.com/fashion-shows/fall-1997-ready-to-wear/maison-martin-margiela?utm_source=openai))

The “post‑Soviet youth” aesthetic became a 2010s phenomenon associated with designers like Gosha Rubchinskiy (and later Demna), not Margiela’s 1997 collection. ([vogue.com](https://www.vogue.com/article/eastern-european-fashion-will-rule-2017?utm_source=openai))

Sources:
https://www.vogue.com/fashion-shows/fall-1997-ready-to-wear/maison-martin-margiela
https://www.vogue.com/article/martin-margiela-runway-shows-from-the-archives
https://www.vogue.com/article/eastern-european-fashion-will-rule-2017
https://www.vogue.com/article/gosha-rubchinskiy-vetements-runway-show-paris",https://www.vogue.com/fashion-shows/fall-1997-ready-to-wear/maison-martin-margiela?utm_source=openai; https://www.vogue.com/article/eastern-european-fashion-will-rule-2017?utm_source=openai; https://www.vogue.com/fashion-shows/fall-1997-ready-to-wear/maison-martin-margiela; https://www.vogue.com/article/martin-margiela-runway-shows-from-the-archives; https://www.vogue.com/article/eastern-european-fashion-will-rule-2017; https://www.vogue.com/article/gosha-rubchinskiy-vetements-runway-show-paris
83,Fashion,Has the CFDA (Council of Fashion Designers of America) issued any sustainability mandates for members in 2025?,direct,"Short answer: No. As of November 2, 2025, CFDA has not issued binding sustainability mandates for members. ([cfda.com](https://cfda.com/members/membership-information))
Its 2025 membership criteria include no sustainability requirements. ([cfda.com](https://cfda.com/news/the-cfda-membership-application-is-now-open/))
Instead, CFDA offers voluntary resources (the Sustainability Resource Hub), funds/education via the new CFDA × Bezos Earth Fund “Next Thread” initiative, and publishes briefs on external legislation. ([cfda.com](https://cfda.com/resources/sustainability-resource-hub/))

Sources:
https://cfda.com/members/membership-information
https://cfda.com/news/the-cfda-membership-application-is-now-open/
https://cfda.com/resources/sustainability-resource-hub/
https://ww.fashionnetwork.com/news/Cfda-and-bezos-earth-fund-launch-6-25-million-initiative-to-advance-sustainable-fashion%2C1779105.html
https://cfda.com/news/recent-proposed-legislation-impacting-the-textile-and-fashion-industries/",https://cfda.com/members/membership-information; https://cfda.com/news/the-cfda-membership-application-is-now-open/; https://cfda.com/resources/sustainability-resource-hub/; https://ww.fashionnetwork.com/news/Cfda-and-bezos-earth-fund-launch-6-25-million-initiative-to-advance-sustainable-fashion%2C1779105.html; https://cfda.com/news/recent-proposed-legislation-impacting-the-textile-and-fashion-industries/
83,Fashion,Has the CFDA (Council of Fashion Designers of America) issued any sustainability mandates for members in 2025?,precise,"No. As of November 2, 2025, the CFDA has not issued sustainability mandates for members or NYFW. CFDA CEO Steven Kolb said in September 2024, “We would never mandate it,” and the 2025 membership materials list no such requirements. ([washingtonpost.com](https://www.washingtonpost.com/style/fashion/2024/09/03/indre-rockefeller-circular-fashion/))
Instead, CFDA emphasizes voluntary resources and funding, including a 2025 partnership with the Bezos Earth Fund (“The Next Thread”) to support circular and low‑impact innovation. ([businessoffashion.com](https://www.businessoffashion.com/news/sustainability/cfda-fund-and-bezos-earth-fund-partner-on-sustainability-initiative-emerging-designers/))

Sources:
https://www.washingtonpost.com/style/fashion/2024/09/03/indre-rockefeller-circular-fashion/
https://cfda.com/news/the-cfda-membership-application-is-now-open/
https://www.businessoffashion.com/news/sustainability/cfda-fund-and-bezos-earth-fund-partner-on-sustainability-initiative-emerging-designers/",https://www.washingtonpost.com/style/fashion/2024/09/03/indre-rockefeller-circular-fashion/; https://www.businessoffashion.com/news/sustainability/cfda-fund-and-bezos-earth-fund-partner-on-sustainability-initiative-emerging-designers/; https://cfda.com/news/the-cfda-membership-application-is-now-open/
83,Fashion,Has the CFDA (Council of Fashion Designers of America) issued any sustainability mandates for members in 2025?,verification,"No. As of November 2, 2025, the CFDA has not issued sustainability mandates for members; it provides voluntary resources and launched funding initiatives instead. Its 2025 membership criteria contain no sustainability requirement; London’s BFC is first among the “big four” to mandate standards. ([cfda.com](https://cfda.com/news/the-cfda-membership-application-is-now-open/?utm_source=openai))

These sources include CFDA pages showing guidance and membership criteria (not rules), plus independent reporting on CFDA’s funding focus and London’s new mandatory requirements. ([cfda.com](https://cfda.com/news/the-cfda-membership-application-is-now-open/?utm_source=openai))

Sources:
https://cfda.com/news/the-cfda-membership-application-is-now-open/
https://cfda.com/resources/sustainability-resource-hub/
https://www.businessoffashion.com/news/sustainability/cfda-fund-and-bezos-earth-fund-partner-on-sustainability-initiative-emerging-designers/
https://www.voguebusiness.com/story/sustainability/london-fashion-week-adopts-sustainability-requirements-british-fashion-council-copenhagen-fashion-week",https://cfda.com/news/the-cfda-membership-application-is-now-open/?utm_source=openai; https://cfda.com/news/the-cfda-membership-application-is-now-open/; https://cfda.com/resources/sustainability-resource-hub/; https://www.businessoffashion.com/news/sustainability/cfda-fund-and-bezos-earth-fund-partner-on-sustainability-initiative-emerging-designers/; https://www.voguebusiness.com/story/sustainability/london-fashion-week-adopts-sustainability-requirements-british-fashion-council-copenhagen-fashion-week
83,Fashion,Has the CFDA (Council of Fashion Designers of America) issued any sustainability mandates for members in 2025?,icl,"Short answer: No. As of November 2, 2025, the CFDA has not issued binding sustainability mandates for members. ([cfda.com](https://cfda.com/news/the-cfda-membership-application-is-now-open/))
Its 2025 focus is education and voluntary guidance via the Sustainability Resource Hub and policy briefings, not requirements. ([cfda.com](https://cfda.com/resources/sustainability-resource-hub/))
Membership materials list eligibility and values but no sustainability compliance rules. ([cfda.com](https://cfda.com/news/the-cfda-membership-application-is-now-open/))
CFDA leadership has also said they “would never mandate it,” contrasting with Copenhagen Fashion Week’s requirements. ([washingtonpost.com](https://www.washingtonpost.com/style/fashion/2024/09/03/indre-rockefeller-circular-fashion/))

Sources:
https://cfda.com/resources/sustainability-resource-hub/
https://cfda.com/news/the-cfda-membership-application-is-now-open/
https://cfda.com/news-and-insights/industry-insights/from-policy-to-practice-californias-sb-707-enters-next-phase/
https://www.washingtonpost.com/style/fashion/2024/09/03/indre-rockefeller-circular-fashion/",https://cfda.com/news/the-cfda-membership-application-is-now-open/; https://cfda.com/resources/sustainability-resource-hub/; https://www.washingtonpost.com/style/fashion/2024/09/03/indre-rockefeller-circular-fashion/; https://cfda.com/news-and-insights/industry-insights/from-policy-to-practice-californias-sb-707-enters-next-phase/
84,Fashion,Did a major fashion house use biodegradable sequins in a 2024 couture collection?,direct,"Short answer: I can’t verify any major house explicitly using biodegradable sequins in a 2024 haute couture collection. Reviews from that season note sequins, but not their biodegradability—e.g., Valentino’s “Le Salon” SS24 used hand‑cut sequins, Schiaparelli FW24 referenced resin sequins, and Chanel FW24 featured sequins generally. Many couture embroiderers do use cellulose‑acetate sequins (biodegradable under certain conditions) from Langlois‑Martin, but 2024 show notes don’t confirm this material. The clearest recent example of biodegradable sequins is Stella McCartney’s BioSequins (2023; not couture). If you have a specific look/house, I can dig deeper. ([whitewall.art](https://whitewall.art/fashion/valentino-le-salon-gifts-haute-couture-splendor/?utm_source=openai))

Sources:
https://whitewall.art/fashion/valentino-le-salon-gifts-haute-couture-splendor/
https://www.trillmag.com/culture/fashion/the-phoenix-breaking-down-schiaparellis-fall-2024-collection/
https://fashionmagazine.com/style/chanel-fall-2024-couture-show/
https://pailletteslangloismartin.fr/en/the-company/
https://www.vogue.com/article/stella-mccartney-radiant-matter-sequins-cara-delevingne",https://whitewall.art/fashion/valentino-le-salon-gifts-haute-couture-splendor/?utm_source=openai; https://whitewall.art/fashion/valentino-le-salon-gifts-haute-couture-splendor/; https://www.trillmag.com/culture/fashion/the-phoenix-breaking-down-schiaparellis-fall-2024-collection/; https://fashionmagazine.com/style/chanel-fall-2024-couture-show/; https://pailletteslangloismartin.fr/en/the-company/; https://www.vogue.com/article/stella-mccartney-radiant-matter-sequins-cara-delevingne
84,Fashion,Did a major fashion house use biodegradable sequins in a 2024 couture collection?,precise,"Short answer: No verified case. Across the January and July 2024 Paris haute couture seasons, official notes from major houses (e.g., Dior SS24; Valentino SS24) mention sequins and embroidery but do not claim biodegradable or plant‑based sequins. ([lvmh.com](https://www.lvmh.com/en/news-lvmh/aura-and-flowing-motion-at-dior-spring-summer-2024?utm_source=openai))

The most publicized biodegradable sequins were Stella McCartney’s plant‑based BioSequins in 2023 (editorial/prototype, not couture 2024). ([fashionunited.uk](https://fashionunited.uk/news/fashion/stella-mccartney-debuts-first-ever-plastic-free-plant-based-sequin-garment/2023032068555?utm_source=openai))

Sources:
https://www.lvmh.com/en/news-lvmh/aura-and-flowing-motion-at-dior-spring-summer-2024  
https://www.valentino.com/en-us/world-of-valentino/news/valentino-le-salon-haute-couture-spring-summer-2024-show  
https://fashionunited.uk/news/fashion/stella-mccartney-debuts-first-ever-plastic-free-plant-based-sequin-garment/2023032068555",https://www.lvmh.com/en/news-lvmh/aura-and-flowing-motion-at-dior-spring-summer-2024?utm_source=openai; https://fashionunited.uk/news/fashion/stella-mccartney-debuts-first-ever-plastic-free-plant-based-sequin-garment/2023032068555?utm_source=openai; https://www.lvmh.com/en/news-lvmh/aura-and-flowing-motion-at-dior-spring-summer-2024; https://www.valentino.com/en-us/world-of-valentino/news/valentino-le-salon-haute-couture-spring-summer-2024-show; https://fashionunited.uk/news/fashion/stella-mccartney-debuts-first-ever-plastic-free-plant-based-sequin-garment/2023032068555
84,Fashion,Did a major fashion house use biodegradable sequins in a 2024 couture collection?,verification,"Short answer: I can’t verify any major house using biodegradable sequins in a 2024 haute couture collection.

Why: Coverage of 2024 couture highlights materials and embellishment but doesn’t document biodegradable sequins; the only widely reported biodegradable sequin use is Stella McCartney’s 2023 BioSequin jumpsuit (not couture), while suppliers note cellulose-acetate sequins used by couture can be biodegradable without tying them to a 2024 couture show.

Sources:
https://www.vogue.com/article/stella-mccartney-radiant-matter-sequins-cara-delevingne
https://fashionunited.uk/news/fashion/stella-mccartney-debuts-first-ever-plastic-free-plant-based-sequin-garment/2023032068555
https://www.metmuseum.org/art/collection/search/906830
https://www.wmagazine.com/fashion/balenciaga-paris-couture-fall-2024-photos
https://maydel.com/product/off-white-4501-french-cellulose-sequins-with-perliane-satin-pearl-finish/",https://www.vogue.com/article/stella-mccartney-radiant-matter-sequins-cara-delevingne; https://fashionunited.uk/news/fashion/stella-mccartney-debuts-first-ever-plastic-free-plant-based-sequin-garment/2023032068555; https://www.metmuseum.org/art/collection/search/906830; https://www.wmagazine.com/fashion/balenciaga-paris-couture-fall-2024-photos; https://maydel.com/product/off-white-4501-french-cellulose-sequins-with-perliane-satin-pearl-finish/
84,Fashion,Did a major fashion house use biodegradable sequins in a 2024 couture collection?,icl,"Short answer: No verified case. In 2024 couture, the closest was ArdAzAei, which used recycled‑plastic sequins—not biodegradable—in its Paris couture collection. ([ardazaei.com](https://ardazaei.com/products/couture-2024-25-look-24?utm_source=openai))  
Biodegradable “BioSequins” existed but appeared outside 2024 couture: Stella McCartney showcased plant‑based sequins in 2023, and later brought plant‑based sequins to her AW25 ready‑to‑wear—again, not couture and not in 2024. ([vogue.com](https://www.vogue.com/article/stella-mccartney-radiant-matter-sequins-cara-delevingne?utm_source=openai))

Sources:
https://ardazaei.com/products/couture-2024-25-look-24
https://www.vogue.com/article/stella-mccartney-radiant-matter-sequins-cara-delevingne
https://www.imperial.ac.uk/news/261953/mccartney-imperial-start-up-sustainable-fashion-paris",https://ardazaei.com/products/couture-2024-25-look-24?utm_source=openai; https://www.vogue.com/article/stella-mccartney-radiant-matter-sequins-cara-delevingne?utm_source=openai; https://ardazaei.com/products/couture-2024-25-look-24; https://www.vogue.com/article/stella-mccartney-radiant-matter-sequins-cara-delevingne; https://www.imperial.ac.uk/news/261953/mccartney-imperial-start-up-sustainable-fashion-paris
85,Fashion,Was the “bloke-core” trend represented on any runway during Fashion Month 2025?,direct,"Yes. Elements of bloke-core (football jerseys/terrace styling) appeared on 2025 runways:
- London, June 2025: Martine Rose’s SS26 show explicitly “relived her blokecore era” with sports-style jerseys on the runway. ([hypebae.com](https://hypebae.com/2025/6/martine-rose-london-fashion-week-ss26-show?utm_source=openai))
- Paris Men’s, June 2025: Adidas Originals’ PFW SS26 presentation centered football culture and collaborators (e.g., Wales Bonner, Y‑3), bringing kit codes to the catwalk. ([news.adidas.com](https://news.adidas.com/originals/adidas-originals-celebrates-football-as-fashion-s-ultimate-muse-at-paris-fashion-week-ss26/s/02c07611-b7a4-41b1-8658-e05a0cbf6b54?utm_source=openai))
- Paris, Sept–Oct 2025 Fashion Month: Christian Louboutin’s SS26 show staged a football-themed runway performance, continuing the sport-fashion crossover. ([bustle.com](https://www.bustle.com/style/paris-fashion-week-spring-summer-2026-shocking-buzzy-moments?utm_source=openai))

Sources:
https://hypebae.com/2025/6/martine-rose-london-fashion-week-ss26-show
https://news.adidas.com/originals/adidas-originals-celebrates-football-as-fashion-s-ultimate-muse-at-paris-fashion-week-ss26/s/02c07611-b7a4-41b1-8658-e05a0cbf6b54
https://www.soccerbible.com/news/2025/07/adidas-originals-at-paris-fashion-week-where-football-heritage-meets-future-fashion/
https://www.bustle.com/style/paris-fashion-week-spring-summer-2026-shocking-buzzy-moments
https://people.com/jaden-smith-rocks-football-gear-and-face-paint-christian-louboutin-show-following-shocking-brand-appointment-11824271",https://hypebae.com/2025/6/martine-rose-london-fashion-week-ss26-show?utm_source=openai; https://news.adidas.com/originals/adidas-originals-celebrates-football-as-fashion-s-ultimate-muse-at-paris-fashion-week-ss26/s/02c07611-b7a4-41b1-8658-e05a0cbf6b54?utm_source=openai; https://www.bustle.com/style/paris-fashion-week-spring-summer-2026-shocking-buzzy-moments?utm_source=openai; https://hypebae.com/2025/6/martine-rose-london-fashion-week-ss26-show; https://news.adidas.com/originals/adidas-originals-celebrates-football-as-fashion-s-ultimate-muse-at-paris-fashion-week-ss26/s/02c07611-b7a4-41b1-8658-e05a0cbf6b54; https://www.soccerbible.com/news/2025/07/adidas-originals-at-paris-fashion-week-where-football-heritage-meets-future-fashion/; https://www.bustle.com/style/paris-fashion-week-spring-summer-2026-shocking-buzzy-moments; https://people.com/jaden-smith-rocks-football-gear-and-face-paint-christian-louboutin-show-following-shocking-brand-appointment-11824271
85,Fashion,Was the “bloke-core” trend represented on any runway during Fashion Month 2025?,precise,"Yes. During September 2025’s Fashion Month (the Spring/Summer 2026 shows), bloke-core showed up on runways. At New York Fashion Week, editors flagged soccer jerseys and jersey silhouettes across the week; Agbobly even opened with FC Harlem players before jersey-influenced looks followed. Designers also put jersey pieces on the catwalk: Kate Barton worked rugby-jersey motifs into her SS26 collection, and Area spliced pro jerseys into sequined dresses. In short, the football/jersey aesthetic moved from street style to the runway during Fashion Month 2025.

Sources:
https://www.refinery29.com/en-us/nyfw-spring-summer-2026-soccer-sport-fashion-trend
https://www.vogue.com/fashion-shows/spring-2026-ready-to-wear/kate-barton
https://www.vogue.com/fashion-shows/spring-2026-ready-to-wear/area",https://www.refinery29.com/en-us/nyfw-spring-summer-2026-soccer-sport-fashion-trend; https://www.vogue.com/fashion-shows/spring-2026-ready-to-wear/kate-barton; https://www.vogue.com/fashion-shows/spring-2026-ready-to-wear/area
85,Fashion,Was the “bloke-core” trend represented on any runway during Fashion Month 2025?,verification,"Yes. During September 2025’s Fashion Month (SS26), NYFW runways spotlighted soccer‑influenced, sporty looks; Agbobly even opened with FC Harlem players dribbling on the runway—clear bloke‑core cues. ([refinery29.com](https://www.refinery29.com/en-us/nyfw-spring-summer-2026-soccer-sport-fashion-trend?utm_source=openai)) Additionally, in London 2025, Martine Rose’s SS26 show explicitly revisited her “blokecore” era with sports‑inspired jerseys on the runway. ([hypebae.com](https://hypebae.com/2025/6/martine-rose-london-fashion-week-ss26-show?utm_source=openai))

Why these sources: Refinery29 directly reports NYFW SS26 runway trends including soccer aesthetics; Hypebae’s show review names “blokecore” and describes jerseys at Martine Rose SS26.

Sources:
https://www.refinery29.com/en-us/nyfw-spring-summer-2026-soccer-sport-fashion-trend
https://hypebae.com/2025/6/martine-rose-london-fashion-week-ss26-show",https://www.refinery29.com/en-us/nyfw-spring-summer-2026-soccer-sport-fashion-trend?utm_source=openai; https://hypebae.com/2025/6/martine-rose-london-fashion-week-ss26-show?utm_source=openai; https://www.refinery29.com/en-us/nyfw-spring-summer-2026-soccer-sport-fashion-trend; https://hypebae.com/2025/6/martine-rose-london-fashion-week-ss26-show
85,Fashion,Was the “bloke-core” trend represented on any runway during Fashion Month 2025?,icl,"Yes. During Paris Fashion Week Men’s in January 2025, 424 showed a football‑heavy AW25 collection with Nike that referenced classic kits; Vogue Business explicitly linked it to the ongoing bloke‑core trend. ([versus.uk.com](https://www.versus.uk.com/articles/424-unveils-a-football-heavy-nike-collab-for-aw25/?utm_source=openai))
Footballers Destiny Udogie, Robert Pires and Mathieu Flamini even walked the show, putting terrace culture squarely on the runway. ([versus.uk.com](https://www.versus.uk.com/articles/destiny-udogie-walked-the-424-runway-at-paris-fashion-week?utm_source=openai))

Sources:
https://www.voguebusiness.com/story/fashion/four-takeaways-from-paris-fashion-week-mens-autumn-winter-2025
https://www.versus.uk.com/articles/424-unveils-a-football-heavy-nike-collab-for-aw25/
https://www.versus.uk.com/articles/destiny-udogie-walked-the-424-runway-at-paris-fashion-week",https://www.versus.uk.com/articles/424-unveils-a-football-heavy-nike-collab-for-aw25/?utm_source=openai; https://www.versus.uk.com/articles/destiny-udogie-walked-the-424-runway-at-paris-fashion-week?utm_source=openai; https://www.voguebusiness.com/story/fashion/four-takeaways-from-paris-fashion-week-mens-autumn-winter-2025; https://www.versus.uk.com/articles/424-unveils-a-football-heavy-nike-collab-for-aw25/; https://www.versus.uk.com/articles/destiny-udogie-walked-the-424-runway-at-paris-fashion-week
86,Fashion,Did Vogue or Elle magazine feature indigenous-led fashion brands on their 2024 covers?,direct,"Short answer: Yes—at least in some international editions.

- Vogue: Vogue Philippines’ April 2024 cover story showcased Indigenous-made textiles on the cover, including a 60-foot Yakan weave by weaver Evelinda Otong‑Hamja and a Tausug Siyabit vest from Filip + Inna, a label that partners directly with Indigenous artisans. ([vogue.ph](https://vogue.ph/fashion/home-and-away-breaking-down-the-fashion-in-vogues-2024-beauty-issue-cover-story/?utm_source=openai))
- Elle: ELLE Canada’s October 2024 issue—guest-edited by Anishinaabe designer Sage Paul—centered Indigenous fashion and put Saulteaux‑Cree model Heather Diamond Strongarm on the cover, highlighting Indigenous talent in the cover package (the specific cover look credited was LÙCHEN). ([ellecanada.com](https://www.ellecanada.com/fashion/heather-diamond-strongarm-is-elle-canadas-october-2024-issue-cover-star?utm_source=openai))

Sources:
https://vogue.ph/fashion/home-and-away-breaking-down-the-fashion-in-vogues-2024-beauty-issue-cover-story/
https://vogue.ph/fashion/models/meet-shaira-ventura-vogue-philippines-april-cover-model-of-muslim-and-tausug-roots/
https://www.ellecanada.com/fashion/heather-diamond-strongarm-is-elle-canadas-october-2024-issue-cover-star
https://www.ellecanada.com/culture/celebrity/heather-diamond-strongarm-elle-canada-october-2024-issue-interview",https://vogue.ph/fashion/home-and-away-breaking-down-the-fashion-in-vogues-2024-beauty-issue-cover-story/?utm_source=openai; https://www.ellecanada.com/fashion/heather-diamond-strongarm-is-elle-canadas-october-2024-issue-cover-star?utm_source=openai; https://vogue.ph/fashion/home-and-away-breaking-down-the-fashion-in-vogues-2024-beauty-issue-cover-story/; https://vogue.ph/fashion/models/meet-shaira-ventura-vogue-philippines-april-cover-model-of-muslim-and-tausug-roots/; https://www.ellecanada.com/fashion/heather-diamond-strongarm-is-elle-canadas-october-2024-issue-cover-star; https://www.ellecanada.com/culture/celebrity/heather-diamond-strongarm-elle-canada-october-2024-issue-interview
86,Fashion,Did Vogue or Elle magazine feature indigenous-led fashion brands on their 2024 covers?,precise,"Short answer: Yes for Elle; not verified for Vogue.

- Elle: Elle Canada’s March 2024 cover (Lily Gladstone) credited earrings and a ring by Asep Designs, an Indigenous-led label. ([ellecanada.com](https://www.ellecanada.com/culture/society/lily-gladstone-is-elle-canadas-march-2024-cover-star?utm_source=openai))
- Vogue: I found no 2024 Vogue cover that explicitly credited an Indigenous-led brand. Vogue did spotlight Indigenous designers in 2024 reporting (e.g., Lily Gladstone’s Gucci x Ironhorse Quillwork collaboration at the Oscars), but that was editorial coverage, not a cover credit. ([vogue.co.uk](https://www.vogue.co.uk/article/lily-gladstone-oscars-2024?utm_source=openai))

Sources:
https://www.ellecanada.com/culture/society/lily-gladstone-is-elle-canadas-march-2024-cover-star
https://www.vogue.co.uk/article/lily-gladstone-oscars-2024",https://www.ellecanada.com/culture/society/lily-gladstone-is-elle-canadas-march-2024-cover-star?utm_source=openai; https://www.vogue.co.uk/article/lily-gladstone-oscars-2024?utm_source=openai; https://www.ellecanada.com/culture/society/lily-gladstone-is-elle-canadas-march-2024-cover-star; https://www.vogue.co.uk/article/lily-gladstone-oscars-2024
86,Fashion,Did Vogue or Elle magazine feature indigenous-led fashion brands on their 2024 covers?,verification,"Yes. 
- ELLE Canada’s March 2024 cover featuring Lily Gladstone credited jewelry by Asep Designs, an Indigenous-led brand by Diné/Southern Ute designer Adrian Standing Elk Pinnecoose. 
- Vogue Philippines’ April 2024 Beauty Issue cover story incorporated Yakan textiles from the Indigenous-led Tuwas Yakan Weavers collective.

Why these sources: The ELLE page lists the cover credits (including Asep Designs), the gallery bio verifies Asep Designs’ Indigenous leadership, and the Vogue Philippines article details the Indigenous textiles used for the April 2024 cover story.

Sources:
https://www.ellecanada.com/culture/society/lily-gladstone-is-elle-canadas-march-2024-cover-star
https://galleryhozho.com/adrian-standing-elk-pinnecoose
https://vogue.ph/fashion/home-and-away-breaking-down-the-fashion-in-vogues-2024-beauty-issue-cover-story/
https://vogue.ph/fashion/models/meet-shaira-ventura-vogue-philippines-april-cover-model-of-muslim-and-tausug-roots/",https://www.ellecanada.com/culture/society/lily-gladstone-is-elle-canadas-march-2024-cover-star; https://galleryhozho.com/adrian-standing-elk-pinnecoose; https://vogue.ph/fashion/home-and-away-breaking-down-the-fashion-in-vogues-2024-beauty-issue-cover-story/; https://vogue.ph/fashion/models/meet-shaira-ventura-vogue-philippines-april-cover-model-of-muslim-and-tausug-roots/
